	SNU46_UPPER_AERODIGESTIVE_TRACT	SNU466_CENTRAL_NERVOUS_SYSTEM	SNU475_LIVER	SNU478_BILIARY_TRACT	SNU489_CENTRAL_NERVOUS_SYSTEM	SNU5_STOMACH	SNU503_LARGE_INTESTINE	SNU601_STOMACH	SNU61_LARGE_INTESTINE	SNU620_STOMACH	SNU626_CENTRAL_NERVOUS_SYSTEM	SNU668_STOMACH	SNU685_ENDOMETRIUM	SNU719_STOMACH	SNU738_CENTRAL_NERVOUS_SYSTEM	SNU761_LIVER	SNU8_OVARY	SNU81_LARGE_INTESTINE	SNU840_OVARY	SNU869_BILIARY_TRACT	SNU878_LIVER	SNU886_LIVER	SNU899_UPPER_AERODIGESTIVE_TRACT	SNUC1_LARGE_INTESTINE	SNUC2A_LARGE_INTESTINE	SNUC4_LARGE_INTESTINE	SNUC5_LARGE_INTESTINE	SQ1_LUNG	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU8686_PANCREAS	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUIT2_PANCREAS	SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SW1088_CENTRAL_NERVOUS_SYSTEM	SW1116_LARGE_INTESTINE	SW1271_LUNG	SW1353_BONE	SW1417_LARGE_INTESTINE	SW1463_LARGE_INTESTINE	SW1573_LUNG	SW1710_URINARY_TRACT	SW1783_CENTRAL_NERVOUS_SYSTEM	SW1990_PANCREAS	SW48_LARGE_INTESTINE	SW579_THYROID	SW620_LARGE_INTESTINE	SW948_LARGE_INTESTINE	T24_URINARY_TRACT	T3M10_LUNG	T47D_BREAST	T84_LARGE_INTESTINE	T98G_CENTRAL_NERVOUS_SYSTEM	TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TC71_BONE	TCCPAN2_PANCREAS	TCCSUP_URINARY_TRACT	TE1_OESOPHAGUS	TE10_OESOPHAGUS	TE11_OESOPHAGUS	TE14_OESOPHAGUS	TE15_OESOPHAGUS	TE4_OESOPHAGUS	TE441T_SOFT_TISSUE	TE5_OESOPHAGUS	TE6_OESOPHAGUS	TE617T_SOFT_TISSUE	TE8_OESOPHAGUS	TE9_OESOPHAGUS	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TM31_CENTRAL_NERVOUS_SYSTEM	TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TOV112D_OVARY	TOV21G_OVARY	TT_THYROID	TT2609C02_THYROID	TUHR10TKB_KIDNEY	TUHR14TKB_KIDNEY	TUHR4TKB_KIDNEY	TYKNU_OVARY	U118MG_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U2OS_BONE	U87MG_CENTRAL_NERVOUS_SYSTEM	U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UACC257_SKIN	UACC62_SKIN	UACC812_BREAST	UBLC1_URINARY_TRACT	UMUC1_URINARY_TRACT	UMUC3_URINARY_TRACT	VCAP_PROSTATE	VMCUB1_URINARY_TRACT	VMRCLCD_LUNG	VMRCRCW_KIDNEY	VMRCRCZ_KIDNEY	WM115_SKIN	WM1799_SKIN	WM2664_SKIN	WM793_SKIN	WM88_SKIN	WM983B_SKIN	WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	YAPC_PANCREAS	YD10B_UPPER_AERODIGESTIVE_TRACT	YD15_SALIVARY_GLAND	YD38_UPPER_AERODIGESTIVE_TRACT	YD8_UPPER_AERODIGESTIVE_TRACT	YH13_CENTRAL_NERVOUS_SYSTEM	YKG1_CENTRAL_NERVOUS_SYSTEM	ZR751_BREAST	ZR7530_BREAST
DNMDP	15.729	16.86	15.857	14.294	15.555	12.636	11.334	15.466	16.433	13.139	14.712	14.451	12.791	14.993	14.982	12.658	14.555	10	14.665	13.226	15.314	10	14.365	10	15.644	15	14.889	14.709	14.612	10	14.082	14.367	16.22	14.983	14.368	14.122	15.144	10	14.426	14.303	14.79	14.815	15.155	14.951	14.548	14.514	10	10	14.987	14.724	11.769	14.58	14.975	11.436	14.597	10	14.834	14.2	14.547	14.647	13.68	14.127	10	14.842	14.718	14.223	14.691	14.422	14.606	10	14.729	16.019	14.533	13.149	14.982	13.329	14.673	14.729	14.466	14.808	14.409	10	10	14.989	14.673	13.625	13.68	15.037	14.619	13.76	15.174	14.263	15.54	14.735	14.095	14.261	10.965	10	10	11.673	14.647	13.786	14.07	14.668	14.868	14.905	14.843	14.203	14.926	14.124	10	10	14.56	14.192	14.531	14.633	15.013	13.99	11.728	15	15.213	14.597
