Response	Gene ENSEMBL ID	quantitative sorting score	visualization score	baseline score	Percent appearing in restart set
PD-0332991	ENSG00000008323	0.004744956194777731	0.6670651695050612	-0.17278681953156177	1.0
PD-0332991	ENSG00000064270	0.004732057537926854	0.6653983523512952	-0.1736190587048575	1.0
PD-0332991	ENSG00000182795	0.004728829150033757	0.6649811668736569	-0.17091185547196666	1.0
PD-0332991	ENSG00000120254	0.004693333641928953	0.6603942922498308	0.16851272553484511	1.0
PD-0332991	ENSG00000091622	0.004688167385531885	0.6597266874842385	-0.17112321421144563	1.0
PD-0332991	ENSG00000131620	0.004687686865929418	0.6596645927773731	-0.1707059942127205	1.0
PD-0332991	ENSG00000119042	0.004676445937858166	0.6582119941114786	0.1702011953395471	1.0
PD-0332991	ENSG00000138686	0.0046702758625556395	0.6574146717644174	0.16840717305701244	1.0
PD-0332991	ENSG00000151779	0.004651902638187009	0.6550404086220079	0.16889071048915277	1.0
PD-0332991	ENSG00000092377	0.0046486656620046895	0.6546221133305368	0.16939943986769057	1.0
PD-0332991	ENSG00000133731	0.004644683206878817	0.6541074842032835	0.16848791078466557	1.0
PD-0332991	ENSG00000008283	0.004639784874831445	0.6534745017171383	-0.16878475534099432	1.0
PD-0332991	ENSG00000169583	0.004639074871407575	0.6533827521729942	-0.1690018983553886	1.0
PD-0332991	ENSG00000184860	0.004631521122926878	0.6524066259229185	-0.16968022507652003	1.0
PD-0332991	ENSG00000124196	0.004620648038633207	0.6510015615333031	0.16744506259961608	1.0
PD-0332991	ENSG00000144401	0.004619618415595615	0.650868509436421	0.1668310606129244	1.0
PD-0332991	ENSG00000164078	0.00461743191829778	0.6505859613196032	-0.1685915437520354	1.0
PD-0332991	ENSG00000110723	0.004615905373526836	0.650388694965469	-0.1670227036337411	1.0
PD-0332991	ENSG00000125731	0.004608278267030421	0.6494030890927954	-0.16775224714976195	1.0
PD-0332991	ENSG00000146072	0.00460457096718339	0.6489240166552056	-0.1672275749881057	1.0
PD-0332991	ENSG00000147905	0.004604560446499857	0.6489226571294825	0.16773140736545608	1.0
PD-0332991	ENSG00000164162	0.004584730149067752	0.6463601050509017	0.16749413041794692	1.0
PD-0332991	ENSG00000126460	0.0045768906426602324	0.6453470519936585	-0.16653156417318374	1.0
PD-0332991	ENSG00000165959	0.004565913113207188	0.6439284907736922	-0.16659135425116306	1.0
PD-0332991	ENSG00000147364	0.0023815737370117274	0.3616592294093466	-0.14280292344141046	0.0
PD-0332991	ENSG00000150991	0.0016750313986281656	0.2703569408769077	-0.06713175946089006	0.0
PD-0332991	ENSG00000062725	0.0016228108169955662	0.26360878389814923	-0.004446566187416427	0.0
PD-0332991	ENSG00000001626	0.0015116682492662685	0.24924648706782446	-0.018168468118608543	0.0
PD-0332991	ENSG00000152413	0.0013353785147294313	0.22646560709279953	0.01825158882174794	0.0
PD-0332991	ENSG00000137693	0.0012739050158239657	0.2185217503283116	-0.0418397896267721	0.0
PD-0332991	ENSG00000172367	0.0012244068309357123	0.2121253925830155	-0.03091948384494442	0.0
PD-0332991	ENSG00000104892	0.0012196302818425328	0.2115081473879256	-0.11291478702070251	0.0
PD-0332991	ENSG00000167397	0.0010401340890283345	0.18831291576983195	0.024927711187139965	0.0
PD-0332991	ENSG00000112576	0.001002651740564869	0.18346929351484556	0.11694736476615943	0.0
PD-0332991	ENSG00000109758	0.0009967594297994571	0.18270786503646558	-0.005410276096800713	0.0
PD-0332991	ENSG00000188643	0.0009243227238619945	0.1733472978537934	-0.07994761361596742	0.0
PD-0332991	ENSG00000158813	0.0009088642015678523	0.1713496844255395	-0.041305622297045146	0.0
PD-0332991	ENSG00000163950	0.0008737096638887516	0.1668068713936341	0.125137460863591	0.0
PD-0332991	ENSG00000111981	0.000843759346796818	0.1629365690151215	0.021220973846909078	0.0
PD-0332991	ENSG00000106976	0.0008384236115878602	0.16224706350481408	-0.021023165040300676	0.0
PD-0332991	ENSG00000181085	0.0008344836464134111	0.1617379251027357	-0.04313812921972837	0.0
PD-0332991	ENSG00000141293	0.0008122783586486696	0.15886846706702823	0.014411662925620591	0.0
PD-0332991	ENSG00000101146	0.0008008717050340518	0.15739445266911675	0.006137437535838881	0.0
PD-0332991	ENSG00000162852	0.0007700935017062804	0.15341716744772252	0.0638541660952863	0.0
PD-0332991	ENSG00000109654	0.0007387874629224557	0.1493716731714874	-0.04839768834771991	0.0
PD-0332991	ENSG00000152661	0.0007117112599515144	0.14587277556590086	0.03707758782587048	0.0
PD-0332991	ENSG00000102871	0.0007100564701996863	0.14565893687121262	-0.03505258238319217	0.0
PD-0332991	ENSG00000125686	0.0007091919363845477	0.14554721827835881	0.02787352268749304	0.0
PD-0332991	ENSG00000141736	0.0006990897825062473	0.1442417766677317	-0.1268501324336873	0.0
PD-0332991	ENSG00000091831	0.0006613835998961182	0.1393692296495261	-0.06169947917129115	0.0
PD-0332991	ENSG00000181788	0.000656140935675098	0.13869175115265162	-0.02059622529585272	0.0
PD-0332991	ENSG00000162231	0.0006559992373790109	0.13867344031972476	0.020533081871028397	0.0
PD-0332991	ENSG00000127452	0.0006470895798752119	0.13752209796422182	0.026030511996796183	0.0
PD-0332991	ENSG00000163347	0.000641232778282233	0.136765258126226	-0.07969277541714134	0.0
PD-0332991	ENSG00000186153	0.0006381671150723488	0.13636910059719173	0.03990183291821255	0.0
PD-0332991	ENSG00000069869	0.0006324860348578754	0.13563496819388177	0.05447878046329016	0.0
PD-0332991	ENSG00000170967	0.0006297742963361264	0.13528454625950245	0.0016168720194636669	0.0
PD-0332991	ENSG00000000419	0.0005956603654140598	0.13087620468559474	-0.02068943627179023	0.0
PD-0332991	ENSG00000187513	0.0005934531312365234	0.1305909768644324	-0.053612036248308015	0.0
PD-0332991	ENSG00000141027	0.0005927972972487483	0.13050622731620545	0.13586322114417904	0.0
PD-0332991	ENSG00000166949	0.0005908263821856172	0.13025153761681868	0.013485129666135081	0.0
PD-0332991	ENSG00000198783	0.000551669048822589	0.12519146696761826	0.04862498897298718	0.0
PD-0332991	ENSG00000138430	0.0005387496048764653	0.12352196362044972	0.09016315570183439	0.0
PD-0332991	ENSG00000111269	0.000535302156900061	0.12307647030357027	0.08871292364231582	0.0
PD-0332991	ENSG00000086827	0.0005112297196845718	0.11996573158498772	0.1218821785971797	0.0
PD-0332991	ENSG00000175387	0.0004993589108826959	0.1184317371568238	0.11427018408941801	0.0
PD-0332991	ENSG00000132664	0.0004917456162854925	0.11744791611421422	0.09052705811582236	0.0
PD-0332991	ENSG00000105270	0.0004902375475381203	0.11725303730735555	0.029296050469666414	0.0
PD-0332991	ENSG00000137814	0.00048347205953307984	0.11637877329748438	0.08218124774808035	0.0
PD-0332991	ENSG00000135249	0.0004830766424334201	0.11632767588383697	0.15602696173875205	0.0
PD-0332991	ENSG00000147010	0.0004767062999072682	0.11550447418766709	0.027554258218445954	0.0
PD-0332991	ENSG00000128052	0.0004677168741975316	0.11434282385858838	0.020581155273718375	0.0
PD-0332991	ENSG00000143013	0.0004676910886145967	0.11433949174017849	0.09540945754205568	0.0
PD-0332991	ENSG00000092036	0.00046530029171889745	0.11403054319437303	0.08019475121642781	0.0
PD-0332991	ENSG00000169083	0.00046117103292241346	0.11349694349683159	0.034219932578519366	0.0
PD-0332991	ENSG00000050820	0.00045516335484161656	0.11272060678246308	-0.05968587623769788	0.0
PD-0332991	ENSG00000044115	0.00044574923270166344	0.11150407544498081	-0.03308047937607092	0.0
PD-0332991	ENSG00000138448	0.00043951854601924	0.11069892064769671	-0.07763091920648307	0.0
PD-0332991	ENSG00000184451	0.00043006003131861275	0.10947665272209622	0.12341076188671682	0.0
PD-0332991	ENSG00000121274	0.0004287625806086664	0.10930899083880817	0.05721780804776947	0.0
PD-0332991	ENSG00000112941	0.0004282835760848029	0.10924709191659186	0.009905474393341204	0.0
PD-0332991	ENSG00000010017	0.0004268280452315445	0.1090590022711276	-0.002041070227811102	0.0
PD-0332991	ENSG00000183625	0.0004180414342981097	0.10792356049632593	-0.020137599337495083	0.0
PD-0332991	ENSG00000249115	0.000416332898393897	0.10770277650417147	0.0941303584841672	0.0
PD-0332991	ENSG00000131351	0.0004127656468161405	0.10724180167630024	0.12405158606011249	0.0
PD-0332991	ENSG00000072201	0.00040986735665787176	0.1068672727770323	-0.09417790622269075	0.0
PD-0332991	ENSG00000107643	0.0004074974036499681	0.10656101776359464	0.03633542509751459	0.0
PD-0332991	ENSG00000103266	0.00039771868087662356	0.10529737124217986	-0.053698410688716294	0.0
PD-0332991	ENSG00000214367	0.00039329203536051015	0.10472534201733871	0.10872519537426953	0.0
PD-0332991	ENSG00000142192	0.00039074250455240254	0.10439588122664252	-0.10018539564763777	0.0
PD-0332991	ENSG00000116039	0.00038980998110357693	0.10427537673545699	-0.11373594060727488	0.0
PD-0332991	ENSG00000147378	0.0003859645954684397	0.10377846028798544	-0.05649574589475068	0.0
PD-0332991	ENSG00000116750	0.0003729403060774547	0.10209540838393928	0.07895521381841396	0.0
PD-0332991	ENSG00000114573	0.0003530771625166433	0.09952861179436825	-0.05204151704674598	0.0
PD-0332991	ENSG00000135457	0.00035226606668620707	0.09942379867629329	0.021526916958050507	0.0
PD-0332991	ENSG00000082781	0.00035094151793788834	0.09925263507373984	-0.0853865975211179	0.0
PD-0332991	ENSG00000196776	0.0003391548153977048	0.09772950920044553	-0.034347113587613796	0.0
PD-0332991	ENSG00000070495	0.00032602480674427334	0.09603279582124218	0.051969255641298936	0.0
PD-0332991	ENSG00000158055	0.0003192322485743422	0.09515503369403083	-0.1318602266178113	0.0
PD-0332991	ENSG00000131470	0.0003179889057196369	0.0949943638489303	0.1340776893793557	0.0
PD-0332991	ENSG00000116478	0.0003104482232730675	0.09401992604518412	0.035120807732562875	0.0
PD-0332991	ENSG00000117139	0.00030883531324918883	0.09381149922009965	-0.07595834422586581	0.0
PD-0332991	ENSG00000206418	0.0003036248834303128	0.09313818618440894	-0.009470714758239946	0.0
PD-0332991	ENSG00000109062	0.0003027935060254686	0.09303075219840029	-0.1337977272394259	0.0
PD-0332991	ENSG00000156804	0.0002973648392663592	0.0923292376933805	-0.05382103275801793	0.0
PD-0332991	ENSG00000167994	0.0002926809786735581	0.09172397008511796	-0.053051898492430895	0.0
PD-0332991	ENSG00000019991	0.0002926086730407167	0.09171462645573644	-0.009211437550183742	0.0
PD-0332991	ENSG00000122861	0.0002911004096130755	0.09151972249149776	-0.01886911959786222	0.0
PD-0332991	ENSG00000007038	0.00028895864282855755	0.09124295463441982	-0.04099223054321059	0.0
PD-0332991	ENSG00000131773	0.0002858706683454918	0.09084391395148114	0.056194812260181054	0.0
PD-0332991	ENSG00000145431	0.00028328658366684283	0.09050998796841545	-0.040887808337114896	0.0
PD-0332991	ENSG00000163681	0.000281630099979167	0.09029593037641398	0.016830454593414628	0.0
PD-0332991	ENSG00000162924	0.0002808521542808338	0.0901954010538906	-0.012024025720363983	0.0
PD-0332991	ENSG00000153561	0.0002775215585903987	0.0897650078669675	-0.033674176890999205	0.0
PD-0332991	ENSG00000163814	0.00027655264061303365	0.08963980032606339	-0.05080343104966732	0.0
PD-0332991	ENSG00000169230	0.0002757047578393709	0.08953023344884022	0.05370848686939715	0.0
PD-0332991	ENSG00000090316	0.0002745379307385404	0.08937945128216748	-0.07637811206315986	0.0
PD-0332991	ENSG00000071539	0.00027304077297704994	0.08918598243749652	0.006500224775885842	0.0
PD-0332991	ENSG00000167880	0.000272168902211271	0.08907331573389564	-0.14152471938823225	0.0
PD-0332991	ENSG00000164251	0.00027068756216764775	0.08888189091937287	-0.11673472384115124	0.0
PD-0332991	ENSG00000163453	0.0002701219714058151	0.08880880296961707	-0.06391577879098424	0.0
PD-0332991	ENSG00000104332	0.00026606054152159247	0.08828396840132789	0.014296556440013559	0.0
PD-0332991	ENSG00000170855	0.00026125742419629927	0.0876632899507026	0.08264126026160512	0.0
PD-0332991	ENSG00000176635	0.0002581101922864127	0.08725659178089105	0.15648080447434043	0.0
PD-0332991	ENSG00000143452	0.0002581076310413171	0.08725626080633225	0.03888168970423212	0.0
PD-0332991	ENSG00000128513	0.00025359115465193894	0.0866726232689182	0.13199391673916633	0.0
PD-0332991	ENSG00000149480	0.0002522966490642962	0.08650534196637061	0.0967395589584595	0.0
PD-0332991	ENSG00000197122	0.000250815501369572	0.08631394200795872	-0.07250249197238567	0.0
PD-0332991	ENSG00000050628	0.0002506929948072466	0.0862981112093032	0.09379401067974867	0.0
PD-0332991	ENSG00000165526	0.0002437847254369291	0.08540539640787806	0.10575556061521511	0.0
PD-0332991	ENSG00000033800	0.0002414181185109583	0.08509957378882285	0.009973512058398177	0.0
PD-0332991	ENSG00000138668	0.00024119584315280656	0.08507085045862574	0.0975139790949877	0.0
PD-0332991	ENSG00000141401	0.00023363415431521762	0.08409369812318103	-0.032187800607730535	0.0
PD-0332991	ENSG00000175054	0.0002294619533913733	0.08355454926844198	0.039212318079478	0.0
PD-0332991	ENSG00000073282	0.00022752741396693665	0.08330456017775086	-0.04182451362811881	0.0
PD-0332991	ENSG00000134982	0.00022300240567468225	0.08271982011297811	0.019189111227792592	0.0
PD-0332991	ENSG00000112038	0.0002216727865586326	0.08254800129678438	-0.0617845837624708	0.0
PD-0332991	ENSG00000170748	0.00022121384062708576	0.08248869442784465	0.07299983017441207	0.0
PD-0332991	ENSG00000244537	0.00021997225739688457	0.08232825196861396	0.009711819262867927	0.0
PD-0332991	ENSG00000088766	0.0002160189255665317	0.08181738627263156	0.0751760593790429	0.0
PD-0332991	ENSG00000280987	0.00020908990271967213	0.0809219896221503	0.08535036360210696	0.0
PD-0332991	ENSG00000162961	0.00020830170139305758	0.08082013502542669	-0.04921774278313134	0.0
PD-0332991	ENSG00000129214	0.00020179009858903345	0.0799786790988338	0.039518770263361	0.0
PD-0332991	ENSG00000140443	0.0001988349600437335	0.07959680401866015	-0.038454877870235916	0.0
PD-0332991	ENSG00000100216	0.0001977288135298305	0.07945386324542555	0.08858998996201606	0.0
PD-0332991	ENSG00000160307	0.0001963888186591186	0.07928070363180971	-0.02034116401124395	0.0
PD-0332991	ENSG00000142082	0.00019316198118875157	0.07886371850613308	0.005593799226459896	0.0
PD-0332991	ENSG00000138794	0.00019065491821952194	0.07853974558313842	0.019385019116616175	0.0
PD-0332991	ENSG00000104327	0.00018829649095398042	0.07823497997323334	-0.08745000190068677	0.0
PD-0332991	ENSG00000164053	0.00018720921485428487	0.07809447771204407	0.06733398323069004	0.0
PD-0332991	ENSG00000107175	0.00018448582635626436	0.07774255032011869	-0.030048483435085614	0.0
PD-0332991	ENSG00000134283	0.0001830637296033318	0.07755878116574028	0.06534148678071322	0.0
PD-0332991	ENSG00000147459	0.00018111170501245452	0.07730653257038159	-0.07261251428680027	0.0
PD-0332991	ENSG00000109458	0.00017864365047092423	0.07698760047583773	0.030501268456759902	0.0
PD-0332991	ENSG00000099817	0.00017679687133390483	0.076748952128154	0.09558303291518107	0.0
PD-0332991	ENSG00000189337	0.00017428375044196363	0.07642419637562844	-0.0368585715430223	0.0
PD-0332991	ENSG00000164880	0.00017344693518671572	0.07631605968836666	0.0346701059654016	0.0
PD-0332991	ENSG00000065361	0.00017131875908184564	0.07604104807445655	-0.1555469951379752	0.0
PD-0332991	ENSG00000102786	0.00017065730165411022	0.07595557184233549	0.08663903294985491	0.0
PD-0332991	ENSG00000158092	0.00016916433620574545	0.07576264474550021	-0.011317085627510616	0.0
PD-0332991	ENSG00000065618	0.00016906614801850752	0.0757499564666602	-0.15065614522294368	0.0
PD-0332991	ENSG00000118503	0.0001673983015680576	0.07553443053201464	0.08666477229134704	0.0
PD-0332991	ENSG00000185085	0.00016719015315308633	0.0755075327431507	-0.0018216129701871318	0.0
PD-0332991	ENSG00000125124	0.0001661386567936023	0.07537165408621974	0.04847567159993816	0.0
PD-0332991	ENSG00000108506	0.00016557095984508647	0.07529829396641295	0.15379237617356054	0.0
PD-0332991	ENSG00000134057	0.00016117938088965186	0.07473079618585615	0.055738206603307125	0.0
PD-0332991	ENSG00000144231	0.0001609955048194259	0.07470703496857882	0.1180685672603146	0.0
PD-0332991	ENSG00000143493	0.00016078209446048587	0.0746794572098102	0.04928335412770424	0.0
PD-0332991	ENSG00000164941	0.00015968538807801464	0.07453773632894008	0.12886737938420453	0.0
PD-0332991	ENSG00000051180	0.00015736408982657286	0.07423776868197944	0.04337888981512127	0.0
PD-0332991	ENSG00000128245	0.00015412558098274316	0.07381927533372423	0.03796362668665305	0.0
PD-0332991	ENSG00000095574	0.00015355506887600274	0.07374555142766641	0.038252410355633495	0.0
PD-0332991	ENSG00000155366	0.00015323775461560259	0.07370454678210647	-0.013132249451700776	0.0
PD-0332991	ENSG00000175029	0.00015119155523162143	0.07344012853510012	-0.08627265438775088	0.0
PD-0332991	ENSG00000166971	0.00014924326666942335	0.07318836272463614	-0.049593096402686755	0.0
PD-0332991	ENSG00000102981	0.00014863487091386162	0.07310974333865101	0.0017126354296195833	0.0
PD-0332991	ENSG00000163558	0.00014778312570441052	0.0729996773416899	-0.022739590883028536	0.0
PD-0332991	ENSG00000156398	0.00014723185231198848	0.07292843954092296	0.05189591912366818	0.0
PD-0332991	ENSG00000099942	0.00014678165635938355	0.07287026338002238	0.07350593805750813	0.0
PD-0332991	ENSG00000172977	0.00014511191628283678	0.07265449274327351	-0.036320389280005416	0.0
PD-0332991	ENSG00000162385	0.0001449080290524388	0.07262814560209517	0.11387867991678906	0.0
PD-0332991	ENSG00000165264	0.00014468844768539756	0.07259977040043944	0.1104168150901853	0.0
PD-0332991	ENSG00000167085	0.00014463797696132982	0.0725932483672067	-0.0021250130393244845	0.0
PD-0332991	ENSG00000143878	0.00014431902514998484	0.07255203211062115	-0.06201876622109276	0.0
PD-0332991	ENSG00000140463	0.00014403116371405358	0.07251483347940976	0.09872869091338161	0.0
PD-0332991	ENSG00000178568	0.0001434317842804979	0.07243737921940306	-0.021714228633374813	0.0
PD-0332991	ENSG00000113558	0.00014328904166646352	0.07241893343544303	0.008930078975404786	0.0
PD-0332991	ENSG00000101166	0.0001425212472449497	0.07231971590239747	0.009415495706625638	0.0
PD-0332991	ENSG00000141391	0.0001424031753738079	0.07230445817266083	0.09927908153435942	0.0
PD-0332991	ENSG00000158604	0.00014174434011414663	0.07221932078781486	0.006126055045219913	0.0
PD-0332991	ENSG00000124171	0.0001416772010565508	0.07221064480440184	-0.09324612931929932	0.0
PD-0332991	ENSG00000078579	0.00014118831950905996	0.07214746953282603	0.0029915852105229204	0.0
PD-0332991	ENSG00000102678	0.00014102212002971496	0.07212599255686472	0.02662239417751346	0.0
PD-0332991	ENSG00000104299	0.00014077105147699827	0.07209354845239109	0.07618767494184067	0.0
PD-0332991	ENSG00000152467	0.00014065101396788806	0.07207803671488282	0.0004665048637918953	0.0
PD-0332991	ENSG00000120693	0.00013899275715516737	0.07186374999241649	0.0408369989186347	0.0
PD-0332991	ENSG00000181449	0.00013863687124746255	0.07181776096095344	0.019983357621787094	0.0
PD-0332991	ENSG00000110429	0.00013860670225676025	0.0718138624006773	0.017225901975663132	0.0
PD-0332991	ENSG00000126562	0.0001384002122151143	0.07178717891359206	0.018180800852276507	0.0
PD-0332991	ENSG00000149262	0.00013679009496227846	0.07157911298179553	0.0653439341966229	0.0
PD-0332991	ENSG00000155463	0.00013563116072404458	0.07142935076308485	0.00439430656904376	0.0
PD-0332991	ENSG00000249915	0.00013438711671621002	0.07126859031211143	-0.09659031727941589	0.0
PD-0332991	ENSG00000127054	0.00013412863740322684	0.07123518855890913	0.05942723582859927	0.0
PD-0332991	ENSG00000159692	0.00013356183301821116	0.07116194377980566	-0.01800065266153445	0.0
PD-0332991	ENSG00000149970	0.00013317952880465827	0.07111254086689202	0.050875755576075744	0.0
PD-0332991	ENSG00000113924	0.00013317439294946302	0.07111187719069396	-0.005682844050624508	0.0
PD-0332991	ENSG00000166226	0.0001317671572446488	0.07093002844168898	0.10186232164861231	0.0
PD-0332991	ENSG00000174483	0.00013165840199114363	0.07091597464335941	-0.05996563416989183	0.0
PD-0332991	ENSG00000130764	0.00013132107809399066	0.07087238427076092	0.05231444760435604	0.0
PD-0332991	ENSG00000169045	0.00013058003994774725	0.07077662429295599	0.1354837983002314	0.0
PD-0332991	ENSG00000074319	0.0001302863759811582	0.07073867583501865	-0.035453840444403674	0.0
PD-0332991	ENSG00000068697	0.0001302082125169977	0.07072857523273372	-0.045360322251274524	0.0
PD-0332991	ENSG00000215305	0.00012908368925460253	0.07058325974095508	-0.0016647544153092033	0.0
