Response	Gene ENSEMBL ID	quantitative sorting score	visualization score	baseline score	Percent appearing in restart set
AZD6244	ENSG00000115008	0.007409737180787433	1.0	0.23662471321931827	1.0
AZD6244	ENSG00000138166	0.0066798596592703005	0.9192438858425297	0.2201587438242764	1.0
AZD6244	ENSG00000101191	0.006145447452771822	0.8601147143269718	-0.20189521655560747	1.0
AZD6244	ENSG00000163734	0.006110076196589457	0.8562011190757868	0.19632969806226436	1.0
AZD6244	ENSG00000019186	0.006088939378033361	0.8538624700806872	0.20039721127861335	1.0
AZD6244	ENSG00000122861	0.006036675337286665	0.8480798000895662	0.1925028623242979	1.0
AZD6244	ENSG00000069869	0.006020915683279557	0.8463360987416539	0.19970753550589743	1.0
AZD6244	ENSG00000151651	0.005800696105032642	0.8219702608081173	0.1850374607658266	1.0
AZD6244	ENSG00000081665	0.005785655641891198	0.8203061331666646	-0.19045569491113296	1.0
AZD6244	ENSG00000101126	0.005776264343176284	0.8192670481575358	-0.18977358592719706	1.0
AZD6244	ENSG00000119986	0.005764724570188754	0.8179902486983673	0.18941746431525322	1.0
AZD6244	ENSG00000005339	0.005751513777197475	0.8165285619420788	-0.18235364622612088	1.0
AZD6244	ENSG00000138439	0.005712963637570504	0.8122632442898361	-0.1874374382555999	1.0
AZD6244	ENSG00000081041	0.005710006442553452	0.8119360502451606	0.18156877230291701	1.0
AZD6244	ENSG00000188033	0.005462837721861547	0.7845884681702099	-0.17986336939801587	1.0
AZD6244	ENSG00000158125	0.005421601949132974	0.7800260030008233	0.17508158993023665	1.0
AZD6244	ENSG00000196199	0.005418851384299323	0.779721671217537	-0.17853408617095937	1.0
AZD6244	ENSG00000058085	0.005395320941675779	0.777118183571099	0.16126763562721794	1.0
AZD6244	ENSG00000100354	0.005321221696613796	0.7689195928256688	-0.17484390109532041	1.0
AZD6244	ENSG00000163739	0.005317133423736386	0.7684672525062838	0.16664348579963034	1.0
AZD6244	ENSG00000115919	0.005299843429711885	0.7665542291700913	0.1737740306229274	1.0
AZD6244	ENSG00000004534	0.005298405347745234	0.7663951149241486	-0.17450246429915078	1.0
AZD6244	ENSG00000186687	0.005248028182275713	0.7608212151866556	-0.17272296632099826	1.0
AZD6244	ENSG00000176542	0.0052450057552842645	0.7604868036560104	-0.17243324494098416	1.0
AZD6244	ENSG00000162065	0.005231951729259124	0.7590424621263391	-0.17241629687277132	1.0
AZD6244	ENSG00000144410	0.005226339352735814	0.7584214898318792	-0.17215162916186402	1.0
AZD6244	ENSG00000125538	0.005209098698910635	0.7565139256619873	0.1630279500745856	1.0
AZD6244	ENSG00000107984	0.00518317367864888	0.7536454938579208	0.16613312166570893	1.0
AZD6244	ENSG00000169252	0.005154587587087293	0.7504826321374161	0.1655468406052039	1.0
AZD6244	ENSG00000074527	0.0051436491902330525	0.7492723709647954	0.16861370534056247	1.0
AZD6244	ENSG00000100711	0.005124606800159355	0.747165456610965	0.1680364438664806	1.0
AZD6244	ENSG00000105755	0.005118559493779508	0.7464963622081932	0.16861844252600527	1.0
AZD6244	ENSG00000170890	0.005108550351932393	0.7453889169481394	0.16769009079979288	1.0
AZD6244	ENSG00000163349	0.00508576954956695	0.7428683720317834	-0.16773078917072085	1.0
AZD6244	ENSG00000143771	0.0050573967326091865	0.7397291077337852	0.16676415104708425	1.0
AZD6244	ENSG00000198959	0.005054173117599235	0.7393724360812561	0.1662896922102147	1.0
AZD6244	ENSG00000188064	0.005050798285416221	0.7389990332499601	0.16468905041219856	1.0
AZD6244	ENSG00000171056	0.005019977680295736	0.7355889374021819	0.16496681819766063	1.0
AZD6244	ENSG00000188643	0.005013206617667021	0.7348397641635332	0.16371139893234454	1.0
AZD6244	ENSG00000121210	0.005006117792233836	0.7340554325749473	-0.16501058638272972	1.0
AZD6244	ENSG00000166783	0.0049835144133321485	0.7315545183898728	-0.16414213395924862	1.0
